experiment_level,device,lr,epochs,batch_size,dataset,save_logs,hidden_dim,num_layers,is_logical,constrains_handler,test_rate,true_positive,true_negative,false_positive,false_negative,recall,specificity,precision,balanced_accuracy,FPR,ROC_AUC,decision_boundary,model,train_loop,l_factor,dt_max_depth,dt_attribute_list,decision_tree
node,cpu,0.001,50,32,Cora,False,4,2,False,,0.9634093844167025,2238,0,71,14,0.993783303725605,0.0,0.9692507578996569,0.4968916518628025,0.999999999859155,0.519137918094714,7.459140306309564e-06,NodeOCGIN,train_node_ocgin,,,,
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.27593628928110203,575,66,5,1677,0.25532859680170816,0.9295774646578061,0.9913793103277349,0.5924530307297571,0.07042253520134895,0.5274091261601581,0.42832788825035095,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.4847180370210934,1073,53,18,1179,0.4764653641186658,0.7464788731342988,0.9835013748764116,0.6114721186264823,0.2535211267248562,0.6150901858754659,0.6080434918403625,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.043478260869565216,30,71,0,2222,0.013321492007045643,0.999999999859155,0.9999999996666666,0.5066607459331003,0.0,0.4193111600330223,5.969455969534465e-07,NodeOCGINLossConstrains,train_node_ocgin_weighting,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.03056392595781317,0,71,0,2252,0.0,0.999999999859155,0.0,0.4999999999295775,0.0,0.4635159982988517,0.020156484097242355,NodeOCGINLossConstrains,train_node_ocgin_weighting,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.8381403357727077,1926,21,50,326,0.8552397868523303,0.2957746478456656,0.974696356270371,0.5755072173489979,0.7042253520134895,0.5982319315537987,1.9331244402565062e-05,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.9108910891089109,2113,3,68,139,0.9382770870295815,0.042253521120809365,0.9688216414444346,0.4902653040751954,0.9577464787383456,0.4801584819753334,0.0034110110718756914,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.052518295307791646,53,69,2,2199,0.023534635879113967,0.9718309857786155,0.963636363461157,0.49768281082886473,0.028169014080539578,0.32132001601080734,0.37145107984542847,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.03056392595781317,0,71,0,2252,0.0,0.999999999859155,0.0,0.4999999999295775,0.0,0.5,0.5,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.7709857942315971,1767,24,47,485,0.7846358792149883,0.3380281689664749,0.9740904079328881,0.5613320240907316,0.6619718308926801,0.6253346008555776,0.0005967672914266586,NodeOCGINLossConstrains,train_node_ocgin_weighting,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.6874730951356005,1559,38,33,693,0.6922735346328052,0.5352112675302519,0.9792713567777684,0.6137424010815286,0.46478873232890305,0.6314387211367674,7.256833214341896e-06,NodeOCGINLossConstrains,train_node_ocgin_weighting,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.693069306930693,1565,45,26,687,0.6949378330342143,0.6338028168121405,0.9836580766751499,0.6643703249231774,0.36619718304701454,0.6518837715457935,4.6547378588002175e-05,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.7907877744296169,1813,24,47,439,0.805062166959125,0.3380281689664749,0.9747311827904585,0.5715451679628,0.6619718308926801,0.5782184224351437,4.879941116087139e-06,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.2746448557899268,573,65,6,1679,0.25444049733457175,0.9154929576175362,0.9896373056823897,0.5849667274760539,0.08450704224161873,0.5079741325394641,0.050006844103336334,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.1,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.05897546276366767,67,70,1,2185,0.0297513321490686,0.9859154928188852,0.9852941175021627,0.507833412483977,0.014084507040269789,0.42808896004803243,0.506406307220459,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.1,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.036160137752905726,13,71,0,2239,0.005772646536386445,0.999999999859155,0.9999999992307692,0.5028863231977707,0.0,0.24562204488029418,8.704064384801313e-05,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.1,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.9694360740421868,2252,0,71,0,0.9999999999955596,0.0,0.9694360740380137,0.4999999999977798,0.999999999859155,0.4973450829309784,8.73334560225203e-09,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.1,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.8906586310804994,2065,4,67,187,0.9169626998183084,0.056338028161079155,0.9685741088134683,0.48665036398969375,0.9436619716980759,0.4171909789107648,4.32259321314632e-06,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.1,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.7554885923374947,1729,26,45,523,0.7677619893393972,0.36619718304701454,0.9746335963868398,0.5669795861932059,0.6338028168121405,0.6116691266604959,0.00017423312237951905,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.1,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.2535514421007318,523,66,5,1729,0.23223801065616237,0.9295774646578061,0.990530303011543,0.5809077376569842,0.07042253520134895,0.5118079703800065,0.0442451611161232,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.1,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.061988807576409816,77,67,4,2175,0.03419182948475048,0.9436619716980759,0.9506172838332572,0.4889269005914132,0.056338028161079155,0.47799139419107894,0.5000000596046448,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.1,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.4877313818338356,1091,42,29,1161,0.4844582593228932,0.5915492956913312,0.9741071428484456,0.5380037775071123,0.40845070416782386,0.5484389462887449,0.005654366221278906,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.1,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.35772707705553164,770,61,10,1482,0.3419182948475048,0.8591549294564571,0.987179487166831,0.600536612151981,0.1408450704026979,0.663704250368999,0.02232339046895504,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.1,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.9250968575118381,2137,12,59,115,0.9489342806352179,0.16901408448323746,0.973132969030177,0.5589741825592277,0.8309859153759176,0.6640544867785755,0.005242426414042711,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.1,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.06973740852346104,92,70,1,2160,0.040852575488273306,0.9859154928188852,0.9892473117215864,0.5133840341535792,0.014084507040269789,0.4883421309383834,1.5112959772523027e-06,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.1,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.25871717606543265,531,70,1,1721,0.23579040852470787,0.9859154928188852,0.998120300733118,0.6108529506717966,0.014084507040269789,0.4407975383383784,0.19364577531814575,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.5,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.6668101592767972,1504,45,26,748,0.6678507992865549,0.6338028168121405,0.9830065359412876,0.6508268080493477,0.36619718304701454,0.6581223575913742,0.5011433959007263,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.5,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.2780886784330607,592,54,17,1660,0.26287744227236737,0.7605633801745686,0.9720853858625274,0.511720411223468,0.2394366196845864,0.5942292297300679,2.8408925572875887e-05,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.5,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.05553164012053379,59,70,1,2193,0.026198934280523098,0.9859154928188852,0.9833333331694444,0.5060572135497041,0.014084507040269789,0.47714707427513575,2.0367886008898495e-06,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.5,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.5023676280671545,1114,53,18,1138,0.4946714031949615,0.7464788731342988,0.9840989399206352,0.6205751381646302,0.2535211267248562,0.6705244790233408,0.0007214664947241545,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.5,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.5114076625053809,1147,41,30,1105,0.5093250444027118,0.5774647886510613,0.9745114698302931,0.5433949165268865,0.4225352112080937,0.5615790658694619,0.0019580007065087557,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.5,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.03659061558329746,14,71,0,2238,0.006216696269954633,0.999999999859155,0.9999999992857143,0.5031083480645548,0.0,0.34175255797663423,0.2645435035228729,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.5,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.6891950064571675,1568,33,38,684,0.6962699822349189,0.46478873232890305,0.9763387297573081,0.580529357281911,0.5352112675302519,0.605252295299327,0.5003158450126648,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.5,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.5716745587602239,1286,42,29,966,0.5710479573686899,0.5915492956913312,0.9779467680533998,0.5812986265300105,0.40845070416782386,0.5838472218747655,0.00267221056856215,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.5,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.7064141196728368,1603,38,33,649,0.7118117229098054,0.5352112675302519,0.9798288508497566,0.6235114952200287,0.46478873232890305,0.641861381432467,2.5041174467332894e-06,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.5,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.7735686612139475,1760,37,34,492,0.781527531080011,0.5211267604899822,0.9810479375642083,0.6513271457849966,0.4788732393691728,0.6632164210842318,1.8886661564465612e-05,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.5,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.6724063710718898,1532,30,41,720,0.6802841918264642,0.4225352112080937,0.9739351557471461,0.551409701517279,0.5774647886510613,0.5833500112575989,0.0003216728800907731,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.5,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.7507533362031855,1715,29,42,537,0.7615452930694425,0.40845070416782386,0.976095617524325,0.5849979986186332,0.5915492956913312,0.5816926425337103,0.0059523568488657475,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.01,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.6173052087817478,1384,50,21,868,0.6145648312583722,0.7042253520134895,0.9850533807759072,0.6593950916359308,0.2957746478456656,0.6618342381107248,0.5020042061805725,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.01,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.3581575548859234,774,58,13,1478,0.3436944937817776,0.8169014083356477,0.9834815755910612,0.5802979510587126,0.18309859152350727,0.6086233207415004,0.00014473478950094432,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.01,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.42961687473095134,947,51,20,1305,0.42051509768907414,0.7183098590537592,0.979317476722034,0.5694124783714167,0.2816901408053958,0.6354633127360969,0.004925646353513002,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.01,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.7714162720619888,1762,30,41,490,0.7824156305471474,0.4225352112080937,0.9772601220134374,0.6024754208776205,0.5774647886510613,0.6470648938033172,0.0003922940231859684,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.01,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.2608695652173913,539,67,4,1713,0.23934280639325337,0.9436619716980759,0.9926335174771154,0.5915023890456647,0.056338028161079155,0.5916149651014435,2.0183306332910433e-06,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.01,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.10848041325871717,182,70,1,2070,0.08081705150941022,0.9859154928188852,0.9945355190713369,0.5333662721641478,0.014084507040269789,0.5478447952367849,0.004835586529225111,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.01,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.7425742574257426,1704,21,50,548,0.7566607460001925,0.2957746478456656,0.9714937286147578,0.5262176969229291,0.7042253520134895,0.5411965576764316,0.5005322694778442,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.01,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.501506672406371,1125,40,31,1127,0.49955595026421157,0.5633802816107916,0.9731833909950418,0.5314681159375015,0.43661971824836343,0.5495490706226703,4.7352197725558653e-05,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.01,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.6306500215238915,1418,47,24,834,0.6296625221996907,0.6619718308926801,0.9833564493690475,0.6458171765461853,0.3380281689664749,0.6851343406799589,0.0001460998028051108,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.01,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.6874730951356005,1546,51,20,706,0.6865008880964187,0.7183098590537592,0.987228607911959,0.702405373575089,0.2816901408053958,0.7046068596302504,3.8731016616111447e-08,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.01,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.4179939733103745,909,62,9,1343,0.40364120781348295,0.8732394364967269,0.9901960784205861,0.6384403221551049,0.1267605633624281,0.7190478573036799,0.00021847007155884057,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.01,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.6982350408953939,1582,40,31,670,0.7024866785048736,0.5633802816107916,0.9807811531247317,0.6329334800578326,0.43661971824836343,0.5982694568833963,0.0003627218829933554,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.001,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.40163581575548857,876,57,14,1376,0.38898756660573275,0.802816901295378,0.9842696629102891,0.5959022339505553,0.19718309856377705,0.6490506091611838,0.500104546546936,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.001,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.2238484718037021,458,62,9,1794,0.20337477797423015,0.8732394364967269,0.9807280513708624,0.5383071072354785,0.1267605633624281,0.5344107272408876,0.06385715305805206,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.001,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.6482996125699526,1470,36,35,782,0.6527531083452365,0.5070422534497124,0.9767441860400217,0.5798976808974745,0.4929577464094426,0.5896542666299752,7.394947169814259e-05,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.001,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.9190701678863539,2127,8,63,125,0.944493783299536,0.11267605632215831,0.9712328767078939,0.5285849198108472,0.8873239435369967,0.5380819553198409,1.619292333998601e-06,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.001,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.6874730951356005,1553,44,27,699,0.6896092362313961,0.6197183097718707,0.9829113923988424,0.6546637730016334,0.3802816900872843,0.6996347534585845,7.020984776318073e-05,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.001,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.5316401205337925,1193,42,29,1059,0.5297513321468483,0.5915492956913312,0.9762684124306362,0.5606503139190897,0.40845070416782386,0.5803792559977985,0.040694817900657654,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.001,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.46319414550150667,1020,56,15,1232,0.4529307282395518,0.7887323942551082,0.9855072463672899,0.6208315612473301,0.21126760560404684,0.6257911590323468,0.5013878345489502,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.001,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.745157124408093,1695,36,35,557,0.7526642983980788,0.5070422534497124,0.9797687861215043,0.6298532759238956,0.4929577464094426,0.6145054161559053,1.2773978596669622e-05,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.001,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.03056392595781317,0,71,0,2252,0.0,0.999999999859155,0.0,0.4999999999295775,0.0,0.4988898756660746,0.00010366931383032352,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.001,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLRuleBasedHandler,0.6754197158846319,1520,49,22,732,0.6749555950236459,0.6901408449732197,0.9857328145201963,0.6825482199984327,0.30985915488593535,0.6888806194181072,6.92709045324591e-06,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.001,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,2,True,NLConstraintScoreBasedHandler,0.077916487300904,111,70,1,2141,0.04928952042606888,0.9859154928188852,0.99107142848294,0.5176025066224771,0.014084507040269789,0.5341292872689065,2.054049446087447e-06,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,0.001,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,False,,0.03314679294016358,6,71,0,2246,0.0026642984014091284,0.999999999859155,0.9999999983333333,0.501332149130282,0.0,0.5410026768068446,0.19588427245616913,NodeOCGIN,train_node_ocgin,0.001,,,"{'attribute_list': ['node_features', 'node_degree', 'clustering_coefficient'], 'max_depth': 2}"
node,cpu,0.001,50,32,Cora,False,4,3,True,NLRuleBasedHandler,0.03314679294016358,7,70,1,2245,0.0031083481349773166,0.9859154928188852,0.8749999989062499,0.49451192047693127,0.014084507040269789,0.34927638656092863,0.28491926193237305,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLConstraintScoreBasedHandler,0.2113646147223418,428,63,8,1824,0.1900532859671845,0.8873239435369967,0.981651376124274,0.5386886147520906,0.11267605632215831,0.5432979761338904,0.5091903209686279,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLRuleBasedHandler,0.42703400774860095,943,49,22,1309,0.41873889875480136,0.6901408449732197,0.9772020725287337,0.5544398718640106,0.30985915488593535,0.5754008956045331,0.0004180922405794263,NodeOCGINLossConstrains,train_node_ocgin_weighting,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLConstraintScoreBasedHandler,0.21351700387430048,435,61,10,1817,0.1931616341021618,0.8591549294564571,0.9775280898656735,0.5261582817793095,0.1408450704026979,0.5197133064818753,0.0005031250766478479,NodeOCGINLossConstrains,train_node_ocgin_weighting,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLRuleBasedHandler,0.6767111493758071,1540,32,39,712,0.6838365896950096,0.45070422528863324,0.9753008232997131,0.5672704074918214,0.5492957745705218,0.5597090536111875,0.005542089696973562,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLConstraintScoreBasedHandler,0.298751614291864,635,59,12,1617,0.2819715808157994,0.8309859153759176,0.9814528593356808,0.5564787480958585,0.16901408448323746,0.5904735696595201,0.018548157066106796,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,1.0,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLRuleBasedHandler,0.6891950064571675,1585,16,55,667,0.7038188277055781,0.22535211264431662,0.9664634146282534,0.4645854701749474,0.7746478872148383,0.4406005303579916,0.4407044053077698,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLConstraintScoreBasedHandler,0.8876452862677572,2054,8,63,198,0.9120781527490583,0.11267605632215831,0.9702409069392053,0.5123771045356084,0.8873239435369967,0.5321967327946364,0.5002608299255371,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLRuleBasedHandler,0.3103745157124408,671,50,21,1581,0.2979573712242542,0.7042253520134895,0.9696531791767391,0.5010913616188718,0.2957746478456656,0.49499662272033623,0.00010343991743866354,NodeOCGINLossConstrains,train_node_ocgin_weighting,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLConstraintScoreBasedHandler,0.3086526043908739,667,50,21,1585,0.2961811722899814,0.7042253520134895,0.9694767441719553,0.5002032621517354,0.2957746478456656,0.5462061891776949,0.12045465409755707,NodeOCGINLossConstrains,train_node_ocgin_weighting,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLRuleBasedHandler,0.27981058975462764,603,47,24,1649,0.26776198934161743,0.6619718308926801,0.961722488022939,0.46486691011714876,0.3380281689664749,0.45850949390838813,0.007592526730149984,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLConstraintScoreBasedHandler,0.03056392595781317,0,71,0,2252,0.0,0.999999999859155,0.0,0.4999999999295775,0.0,0.5,5.501206157276783e-10,NodeOCGINLossConstrains,train_node_ocgin_irnoring_sus,1.0,2.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLRuleBasedHandler,0.7128712871287128,1620,36,35,632,0.7193605683804647,0.5070422534497124,0.9788519637403091,0.6132014109150885,0.4929577464094426,0.5781965326595452,0.036304228007793427,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.1,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLConstraintScoreBasedHandler,0.24795523030563926,520,56,15,1732,0.2309058614554578,0.7887323942551082,0.9719626168042623,0.509819127855283,0.21126760560404684,0.49696670252420383,0.5000180006027222,NodeOCGINLossConstrains,train_node_ocgin_add_loss_constrains,0.1,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLRuleBasedHandler,0.4662074903142488,1044,39,32,1208,0.4635879218451884,0.5492957745705218,0.9702602230393099,0.5064418482078551,0.45070422528863324,0.5462687313936907,0.00163444341160357,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.1,3.0,"node_features, node_degree, clustering_coefficient",
node,cpu,0.001,50,32,Cora,False,4,3,True,NLConstraintScoreBasedHandler,0.7046922083512699,1615,22,49,637,0.7171403197126237,0.30985915488593535,0.970552884609552,0.5134997372992796,0.6901408449732197,0.5021358166762564,4.680753409047611e-05,NodeOCGINLossConstrains,train_node_ocgin_weighting,0.1,3.0,"node_features, node_degree, clustering_coefficient",
