experiment_level,device,lr,epochs,batch_size,dataset,save_logs,hidden_dim,num_layers,is_logical,l_factor,decision_tree,constrains_handler,test_rate,true_positive,true_negative,false_positive,false_negative,recall,specificity,precision,balanced_accuracy,FPR,ROC_AUC,decision_boundary,model,train_loop,dt_max_depth,dt_attribute_list,model_variant,constrains_type
graph,cuda,0.001,50,32,DHFR,False,4,2,True,0.001,,GLNodeDistanceBasedHandler,0.6527415143603134,220,30,30,103,0.6811145510625042,0.4999999999166666,0.8799999999647999,0.5905572754895854,0.4999999999166666,0.6653766769865842,1.773322765075136e-06,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,2,True,0.001,,GLNodeFuzzyHandler,0.5587467362924282,183,31,29,140,0.5665634674747194,0.5166666665805556,0.863207547129094,0.5416150670276375,0.4833333332527778,0.5914602683178534,1.632608359614096e-07,GraphOCGINLossConstrains,train_graph_ocgin_supression,4.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,2,True,0.001,,GLNodeDistanceBasedHandler,0.1566579634464752,0,60,0,323,0.0,0.9999999998333332,0.0,0.4999999999166666,0.0,0.442079463364293,1.4210854715202004e-14,GraphOCGINLossConstrains,train_graph_ocgin_supression,4.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,2,True,0.001,,GLNodeFuzzyHandler,0.5117493472584856,150,46,14,173,0.4643962848153437,0.7666666665388889,0.914634146285693,0.6155314756771163,0.2333333332944444,0.6822497420020639,0.0005335740279406,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,2,True,0.001,,GLNodeDistanceBasedHandler,0.402088772845953,101,53,7,222,0.3126934984423314,0.8833333331861111,0.935185185098594,0.5980134158142213,0.1166666666472222,0.6321207430340557,0.4999217391014099,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,2,True,0.001,,GLNodeFuzzyHandler,0.1566579634464752,0,60,0,323,0.0,0.9999999998333332,0.0,0.4999999999166666,0.0,0.5,0.0,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,2,True,0.001,,GLNodeDistanceBasedHandler,0.2584856396866841,45,54,6,278,0.1393188854446031,0.89999999985,0.8823529410034602,0.5196594426473016,0.0999999999833333,0.4840557275541795,6.946055059256495e-14,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,False,0.001,"{'attribute_list': ['node_features', 'node_degree', 'clustering_coefficient'], 'max_depth': 4}",,0.5352480417754569,175,30,30,148,0.541795665617901,0.4999999999166666,0.8536585365437239,0.5208978327672839,0.4999999999166666,0.5157378740970073,3.1787621423973185e-08,GraphOCGIN,train_graph_ocgin,,,baseline,
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeFuzzyHandler,0.391644908616188,104,46,14,219,0.3219814241386383,0.7666666665388889,0.8813559321286987,0.5443240453387637,0.2333333332944444,0.5804953560371517,5.524864718609024e-06,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeDistanceBasedHandler,0.1618798955613577,2,60,0,321,0.0061919504642045,0.9999999998333332,0.999999995,0.5030959751487689,0.0,0.4975232198142414,3.809640103380474e-10,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeFuzzyHandler,0.5039164490861618,155,38,22,168,0.4798761609758552,0.6333333332277777,0.8757062146397906,0.5566047471018165,0.3666666666055555,0.5677760577915377,1.4387306457308568e-08,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeDistanceBasedHandler,0.7519582245430809,265,23,37,58,0.8204334365071073,0.3833333332694444,0.8774834436795536,0.6018833848882759,0.6166666665638889,0.6167698658410734,6.422181897391965e-09,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeFuzzyHandler,0.5926892950391645,192,35,25,131,0.59442724456364,0.5833333332361111,0.8847926266873367,0.5888802888998756,0.4166666665972222,0.5801341589267286,1.8717062630457804e-05,GraphOCGINLossConstrains,train_graph_ocgin_supression,3.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeDistanceBasedHandler,0.597911227154047,202,27,33,121,0.6253869968846629,0.449999999925,0.8595744680485288,0.5376934984048315,0.5499999999083334,0.5451496388028896,2.2443223315349314e-06,GraphOCGINLossConstrains,train_graph_ocgin_supression,3.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeFuzzyHandler,0.4490861618798956,128,44,16,195,0.3962848297090933,0.733333333211111,0.8888888888271604,0.5648090814601022,0.2666666666222222,0.5317853457172342,0.441284030675888,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeDistanceBasedHandler,0.3968668407310705,106,46,14,217,0.3281733746028429,0.7666666665388889,0.8833333332597223,0.5474200205708659,0.2333333332944444,0.5473168214654283,0.5125768780708313,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeFuzzyHandler,0.4046997389033943,106,49,11,217,0.3281733746028429,0.8166666665305555,0.9059829059054716,0.5724200205666992,0.1833333333027777,0.5577915376676987,9.3962051323615e-05,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeDistanceBasedHandler,0.1566579634464752,0,60,0,323,0.0,0.9999999998333332,0.0,0.4999999999166666,0.0,0.5,0.0,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeFuzzyHandler,0.7336814621409922,254,27,33,69,0.7863777089539821,0.449999999925,0.8850174215719506,0.618188854439491,0.5499999999083334,0.6766769865841072,5.704424097530136e-07,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeDistanceBasedHandler,0.6631853785900783,229,25,35,94,0.7089783281514248,0.4166666665972222,0.8674242423913854,0.5628224973743235,0.5833333332361111,0.6110423116615067,1.121494165090553e-06,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeFuzzyHandler,0.835509138381201,306,14,46,17,0.9473684210233012,0.2333333332944444,0.8693181817934853,0.5903508771588728,0.7666666665388889,0.7175954592363262,3.0863725442031864e-07,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeDistanceBasedHandler,0.6919060052219321,238,27,33,85,0.7368421052403454,0.449999999925,0.8782287822554159,0.5934210525826727,0.5499999999083334,0.6285345717234262,1.091040758183226e-05,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeFuzzyHandler,0.6814621409921671,239,22,38,84,0.7399380804724477,0.3666666666055555,0.8628158844453857,0.5533023735390016,0.6333333332277777,0.5575077399380806,1.5333772580561345e-06,GraphOCGINLossConstrains,train_graph_ocgin_supression,4.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeDistanceBasedHandler,0.6005221932114883,199,31,29,124,0.616099071188356,0.5166666665805556,0.8728070175055787,0.5663828688844559,0.4833333332527778,0.6355521155830753,4.7180577666949837e-08,GraphOCGINLossConstrains,train_graph_ocgin_supression,4.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeFuzzyHandler,0.3315926892950391,84,43,17,239,0.2600619194965925,0.7166666665472222,0.8316831682344868,0.4883642930219073,0.2833333332861111,0.4360423116615067,0.1606180220842361,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeDistanceBasedHandler,0.8381201044386423,319,2,58,4,0.9876160990406312,0.0333333333277777,0.8461538461314018,0.5104747161842045,0.9666666665055555,0.5319401444788442,0.492998868227005,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeFuzzyHandler,0.237597911227154,33,58,2,290,0.1021671826593756,0.9666666665055555,0.9428571425877552,0.5344169245824656,0.0333333333277777,0.6202528379772961,2.883951424337283e-07,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,1.0,,GLNodeDistanceBasedHandler,0.3028720626631854,60,56,4,263,0.1857585139261375,0.9333333331777778,0.9374999998535156,0.5595459235519576,0.0666666666555555,0.5304695562435501,2.537795808166265e-06,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeFuzzyHandler,0.6214099216710183,221,17,43,102,0.6842105262946064,0.2833333332861111,0.837121212089503,0.4837719297903587,0.7166666665472222,0.5719298245614035,6.124492983872187e-07,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeDistanceBasedHandler,0.6919060052219321,232,33,27,91,0.7182662538477317,0.5499999999083334,0.8957528957183106,0.6341331268780326,0.449999999925,0.6424922600619195,1.3902639466323308e-06,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeFuzzyHandler,0.1566579634464752,0,60,0,323,0.0,0.9999999998333332,0.0,0.4999999999166666,0.0,0.5,0.0,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeDistanceBasedHandler,0.391644908616188,105,45,15,218,0.3250773993707406,0.749999999875,0.8749999999270833,0.5375386996228704,0.2499999999583333,0.5849587203302373,4.790897492057411e-06,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeFuzzyHandler,0.4203655352480417,109,52,8,214,0.3374613002991498,0.8666666665222222,0.9316239315443056,0.602063983410686,0.1333333333111111,0.6393704850361197,1.2532024129541242e-06,GraphOCGINLossConstrains,train_graph_ocgin_supression,3.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeDistanceBasedHandler,0.7049608355091384,243,27,33,80,0.7523219814008569,0.449999999925,0.8804347825767959,0.6011609906629285,0.5499999999083334,0.6238390092879257,1.3014150113122014e-07,GraphOCGINLossConstrains,train_graph_ocgin_supression,3.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeFuzzyHandler,0.2950391644908616,56,57,3,267,0.1733746129977283,0.9499999998416666,0.949152542212008,0.5616873064196974,0.0499999999916666,0.5441176470588235,0.0324323996901512,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeDistanceBasedHandler,0.2689295039164491,49,54,6,274,0.1517027863730123,0.89999999985,0.8909090907471074,0.5258513931115062,0.0999999999833333,0.4542827657378741,0.5000039339065552,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeFuzzyHandler,0.5796344647519582,194,28,32,129,0.6006191950278446,0.4666666665888889,0.8584070796080351,0.5336429308083668,0.5333333332444444,0.5819143446852426,1.1366956869096612e-06,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeDistanceBasedHandler,0.4908616187989556,152,36,24,171,0.4705882352795483,0.5999999999,0.8636363635872933,0.5352941175897742,0.3999999999333333,0.5337203302373582,9.827047506405506e-06,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeFuzzyHandler,0.3629242819843342,89,50,10,234,0.2755417956571039,0.8333333331944445,0.898989898899092,0.5544375644257742,0.1666666666388888,0.5768833849329205,2.03948957278044e-06,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeDistanceBasedHandler,0.3237597911227154,68,56,4,255,0.2105263157829558,0.9333333331777778,0.9444444443132716,0.5719298244803668,0.0666666666555555,0.6685758513931888,3.760087565751746e-05,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeFuzzyHandler,0.618798955613577,199,38,22,124,0.616099071188356,0.6333333332277777,0.9004524886470383,0.6247162022080669,0.3666666666055555,0.7002321981424148,1.687386657067691e-07,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeDistanceBasedHandler,0.6892950391644909,244,20,40,79,0.7554179566329592,0.3333333332777777,0.8591549295472128,0.5443756449553685,0.6666666665555555,0.5920536635706914,4.547231036156063e-09,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeFuzzyHandler,0.1566579634464752,0,60,0,323,0.0,0.9999999998333332,0.0,0.4999999999166666,0.0,0.528998968008256,4.3520742565306136e-14,GraphOCGINLossConstrains,train_graph_ocgin_supression,4.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeDistanceBasedHandler,0.1566579634464752,0,60,0,323,0.0,0.9999999998333332,0.0,0.4999999999166666,0.0,0.5,0.0,GraphOCGINLossConstrains,train_graph_ocgin_supression,4.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeFuzzyHandler,0.2767624020887728,52,54,6,271,0.1609907120693191,0.89999999985,0.8965517239833531,0.5304953559596596,0.0999999999833333,0.4326109391124871,0.022923856973648,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeDistanceBasedHandler,0.360313315926893,88,50,10,235,0.2724458204250016,0.8333333331944445,0.8979591835818409,0.5528895768097231,0.1666666666388888,0.508359133126935,0.5002681016921997,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeFuzzyHandler,0.6240208877284595,201,38,22,122,0.6222910216525607,0.6333333332277777,0.9013452914394016,0.6278121774401693,0.3666666666055555,0.6906604747162023,1.4177181583363565e-05,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.1,,GLNodeDistanceBasedHandler,0.3002610966057441,58,57,3,265,0.1795665634619329,0.9499999998416666,0.9508196719752756,0.5647832816517998,0.0499999999916666,0.614938080495356,1.0672558214790129e-13,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeFuzzyHandler,0.566579634464752,181,36,24,142,0.5603715170105148,0.5999999999,0.882926829225223,0.5801857584552574,0.3999999999333333,0.5982714138286894,7.474226038084454e-08,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeDistanceBasedHandler,0.3107049608355091,69,50,10,254,0.2136222910150581,0.8333333331944445,0.8734177214084282,0.5234778121047513,0.1666666666388888,0.4899638802889577,9.78874504653504e-06,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeFuzzyHandler,0.2741514360313316,47,58,2,276,0.1455108359088077,0.9666666665055555,0.959183673273636,0.5560887512071816,0.0333333333277777,0.6349845201238391,7.061319138301769e-07,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeDistanceBasedHandler,0.4516971279373368,123,50,10,200,0.3808049535485819,0.8333333331944445,0.9248120300056532,0.6070691433715132,0.1666666666388888,0.5739422084623322,4.562939921015641e-06,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeFuzzyHandler,0.4778067885117493,141,42,18,182,0.4365325077264231,0.6999999998833333,0.8867924527744155,0.5682662538048782,0.29999999995,0.467672858617131,3.100348521911656e-06,GraphOCGINLossConstrains,train_graph_ocgin_supression,3.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeDistanceBasedHandler,0.4725848563968668,132,49,11,191,0.4086687306375025,0.8166666665305555,0.9230769230123722,0.612667698584029,0.1833333333027777,0.6855521155830753,2.2296621864370536e-06,GraphOCGINLossConstrains,train_graph_ocgin_supression,3.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeFuzzyHandler,0.2689295039164491,49,54,6,274,0.1517027863730123,0.89999999985,0.8909090907471074,0.5258513931115062,0.0999999999833333,0.5140608875128999,0.310570627450943,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeDistanceBasedHandler,0.7049608355091384,253,17,43,70,0.7832817337218798,0.2833333332861111,0.8547297297008537,0.5333075335039954,0.7166666665472222,0.5420794633642931,0.4988735020160675,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeFuzzyHandler,0.3785900783289817,104,41,19,219,0.3219814241386383,0.6833333332194444,0.8455284552158108,0.5026573786790414,0.3166666666138888,0.5712590299277605,6.897861908328196e-07,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeDistanceBasedHandler,0.5900783289817232,182,44,16,141,0.563467492242617,0.733333333211111,0.9191919191454954,0.6484004127268641,0.2666666666222222,0.6630804953560372,1.1313516345978767e-08,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeFuzzyHandler,0.3942558746736292,96,55,5,227,0.29721362228182,0.9166666665138888,0.9504950494108422,0.6069401443978544,0.0833333333194444,0.6561403508771929,1.2725372471322771e-06,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeDistanceBasedHandler,0.4464751958224543,122,49,11,201,0.3777089783164796,0.8166666665305555,0.9172932330137372,0.5971878224235175,0.1833333333027777,0.6039473684210527,5.893499519515899e-07,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeFuzzyHandler,0.5613577023498695,183,32,28,140,0.5665634674747194,0.5333333332444444,0.8672985781579479,0.5499484003595819,0.4666666665888889,0.596233230134159,2.51331061917881e-06,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeDistanceBasedHandler,0.8224543080939948,297,18,42,26,0.9195046439343806,0.29999999995,0.8761061946644216,0.6097523219421903,0.6999999998833333,0.6127450980392157,8.794339692030917e-07,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeFuzzyHandler,0.6109660574412533,201,33,27,122,0.6222910216525607,0.5499999999083334,0.8815789473297553,0.586145510780447,0.449999999925,0.577218782249742,2.4790118846595988e-09,GraphOCGINLossConstrains,train_graph_ocgin_supression,4.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeDistanceBasedHandler,0.608355091383812,195,38,22,128,0.6037151702599469,0.6333333332277777,0.8986175114793263,0.6185242517438623,0.3666666666055555,0.654437564499484,9.29852603803738e-07,GraphOCGINLossConstrains,train_graph_ocgin_supression,4.0,"node_features, node_degree, clustering_coefficient",logic_ignore_sus,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeFuzzyHandler,0.4751958224543081,138,44,16,185,0.4272445820301163,0.733333333211111,0.8961038960457075,0.5802889576206136,0.2666666666222222,0.5719040247678019,0.1895588189363479,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeDistanceBasedHandler,0.2637075718015665,47,54,6,276,0.1455108359088077,0.89999999985,0.8867924526628693,0.5227554178794038,0.0999999999833333,0.4194530443756449,0.5471922159194946,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_add,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeFuzzyHandler,0.5744125326370757,185,35,25,138,0.5727554179389239,0.5833333332361111,0.8809523809104308,0.5780443755875175,0.4166666665972222,0.6067595459236326,9.614188456907868e-06,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.5,,GLNodeDistanceBasedHandler,0.6919060052219321,229,36,24,94,0.7089783281514248,0.5999999999,0.9051383398851724,0.6544891640257124,0.3999999999333333,0.6970072239422086,2.812162165355403e-06,GraphOCGINLossConstrains,train_graph_ocgin_weighting,4.0,"node_features, node_degree, clustering_coefficient",logic_forecast_weight,inference
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.01,,GLNodeFuzzyHandler,0.6762402088772846,234,25,35,89,0.7244582043119363,0.4166666665972222,0.8698884758040933,0.5705624354545793,0.5833333332361111,0.6163054695562435,3.9149171016106266e-08,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.01,,GLNodeDistanceBasedHandler,0.793733681462141,290,14,46,33,0.8978328173096646,0.2333333332944444,0.8630952380695507,0.5655830753020545,0.7666666665388889,0.6151186790505676,2.360920348110085e-10,GraphOCGINLossConstrains,train_graph_ocgin_add_loss_constrains,3.0,"node_features, node_degree, clustering_coefficient",logic_add,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.01,,GLNodeFuzzyHandler,0.5613577023498695,167,48,12,156,0.5170278637610827,0.7999999998666667,0.9329608938026278,0.6585139318138746,0.1999999999666666,0.7125902992776058,9.133264939009678e-06,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
graph,cuda,0.001,50,32,DHFR,False,4,3,True,0.01,,GLNodeDistanceBasedHandler,0.4882506527415143,139,48,12,184,0.4303405572622185,0.7999999998666667,0.920529801263541,0.6151702785644426,0.1999999999666666,0.6658926728586171,3.384980971077312e-07,GraphOCGINLossConstrains,train_graph_ocgin_weighting,3.0,"node_features, node_degree, clustering_coefficient",logic_weight,loss
